from,to,distance
25832450,25832701,1.0949968215371506
670977544,670977545,0.026807392425212868
670977544,670977546,0.02828710797870404
670977545,670977542,0.15391636084659446
670977545,670977543,0.3016449463697321
670977545,12320360,0.14133249140481077
670977545,670977544,0.026807392425212868
670977545,670977546,0.040328304642875415
670977547,670977548,0.018839598822715225
670977547,670977549,0.02333541755096482
670977547,670977550,0.22310848966644523
46614542,113757226,0.03004357477710338
46614542,46614535,0.05242859186965337
670977548,670977547,0.018839598822715225
670977548,670977621,0.3564923607383853
670977548,670977549,0.02990545988161269
670977548,670977550,0.21161768704490347
670977549,670977547,0.02333541755096482
670977549,670977548,0.02990545988161269
670977549,670977621,0.33359247165466305
46614548,649605404,0.24911447167345763
46614548,46614549,0.18581088069709922
46614549,412989430,0.17057525342317373
12307990,50592302,0.09520490379965063
12307990,116862575,0.5220525433214023
115684886,115684889,0.33670589899418757
115684887,672424065,0.13888548188442162
115684887,32510950,0.12471813555677111
115684888,32510948,0.16787996134161254
115684888,115684894,0.29038221420521465
115684889,115684891,0.13227937949893484
115684889,115684886,0.33670589899418757
90896414,766248764,0.10615700735489994
115684895,115684890,0.15272436261471023
115684895,672424066,0.12569063532276956
23641126,311570375,0.010310023270674195
23702055,139470103,0.20903799430200282
41833510,671005456,0.05137474118991365
41833510,671005460,0.03243530088474138
41833510,328250351,0.054952509320489056
50592295,197876457,0.26388682100834715
50592295,50592298,0.19322491442423897
50592298,50592299,0.45910329552176493
50592298,670977646,0.1799456380890106
50592299,197877672,0.3050907036298162
97047592,671005472,0.15641611060216382
12273712,670977638,0.11533420571916779
311582253,327136154,0.006898484656721398
631817267,671005441,0.24686583703629303
631817267,854500442,0.15007063312085595
631817267,12284398,0.10033727283754426
670991413,197876457,0.23535313368697441
670991413,670991406,0.013534189972147765
670991413,670991399,0.011777776883541384
670977594,23640960,0.006903516648032076
670977594,35880941,0.006284069467208806
670977594,12300646,0.007151449951311012
35375678,311570381,0.008622585955032664
35375678,35880941,0.006237594679326188
35375679,670977543,0.5622140246612414
24043076,671005454,0.05786898357578269
24043076,12294276,0.2535458307966121
24043076,12299086,0.07983195671063971
24043076,671005455,0.06528287889603292
670991434,670991442,0.10917301388730838
822004300,796889077,0.06290051812325745
822004300,822004302,0.008767057522677138
12279373,12284398,0.07221337287839007
822004301,822005858,0.022138420763654396
822004302,822004300,0.008767057522677138
822004302,822004301,0.019212349381498975
670991442,670991445,0.09587860798031843
672181330,776620424,0.03926159013421945
672181330,46421737,0.17333544418772656
672181330,27627315,0.1084321275777113
672181330,776620423,0.026544504419003245
110998102,110998105,0.12097688048236067
110998102,52050036,0.04298384086413296
670991445,670991449,0.07449879992989757
670991445,670991442,0.09587860798031843
670991445,183371047,0.10727861264577772
110998106,110998107,0.049832430157181584
110998106,32510947,0.14279308242755226
670991449,183371047,0.11620066355946997
670991449,634344147,0.1895969102676117
670991449,670991445,0.07449879992989757
670991449,670977621,0.3273419592464943
670991449,90896414,0.1042714382904264
822005856,822005857,0.044338429258162705
822005856,822005858,0.01786138153613616
822005858,822005856,0.01786138153613616
822005858,822004301,0.022138420763654396
12315748,480419255,0.05114329809542278
12315748,12279373,0.03130350691004588
12315748,120876461,0.011795725528976456
12320360,796889076,0.2857995073381424
12320360,796889077,0.11275131670625381
12320360,822005181,0.1189896139165457
670977640,120876464,0.018970986372787074
670977640,120876462,0.020475089199557976
52050027,52050035,0.2190012537084236
670977643,670977646,0.33681250842808413
12297840,649595378,0.44729573765095954
116862575,649605404,0.7586717428462917
52050035,776620423,0.0842376598054228
52050036,110998102,0.04298384086413296
35377781,670991452,0.30826248236977594
35377781,113757222,0.45361026729128795
52050037,124370035,0.16413561935150944
52050037,52050036,0.050764828707597486
670977652,670977650,0.1368071196840111
670977652,12304507,0.0919129236227719
670977652,12311461,0.3815749005226297
12304507,670977653,0.5693476711129387
672424062,113757226,0.027820690469429855
672424062,232708062,0.1765002506617212
672424062,232708063,0.027595223364293625
12294276,671005457,0.2654329248828305
12294276,649604662,0.2514714141023222
745580304,763287713,0.01216508643770405
745580304,670991503,0.09157801657587217
571465867,649595381,0.7160427350711368
670991499,670991506,0.031178516997240623
670991499,670991503,0.20347921213556913
670991503,745580304,0.09157801657587217
670991505,715693187,0.8301285857559922
670991505,670991499,0.019254009966878472
670991505,670991506,0.029746221383439818
670991505,670991507,0.07367822921849851
670991505,797766390,0.04477418740387487
97811091,763287717,0.08189856203005262
49552539,197877672,0.07504018632687444
49552539,48690341,0.07150907747888055
12297885,311582253,0.00841020941612567
23643293,113757223,0.12967752362563434
763287713,745580304,0.01216508643770405
763287713,763287717,0.09910872167365413
793221282,822061351,0.04618545293958907
12294307,120876469,0.49509979709389335
12294307,120876462,0.4921615540772185
23643299,113757224,0.19966102428714563
25837740,110998107,0.06757211302749232
25837740,25837742,0.17957935605623865
25837742,672181329,0.3250969300341329
12297909,139644937,0.8792663508365064
12297909,277113676,0.8760123931533854
12297909,670977590,0.9114739043802559
79635136,715693187,0.8860957467472838
79635136,116862575,0.03838849159654847
151483077,257824628,0.042525062802892054
12287705,12307990,0.10249087601617782
634344165,776620424,0.13519074932911038
670991399,670991413,0.011777776883541384
670991399,670991406,0.016020704521628164
46421737,634344147,0.3248609509887795
708920360,708920361,0.1446606934500443
708920360,277113682,0.26482091687924275
708920360,725802987,0.20193909765047888
708920360,708920362,0.17766105507991029
797766390,670991505,0.04477418740387487
797766390,67508650,0.2774541566821709
797766390,670991499,0.046447636353819495
797766390,715693187,0.7909009241338569
25832699,25832717,0.058108172488226764
25832701,25832450,1.0949968215371506
25832701,25832699,0.043408384007772895
671005436,28246395,0.016073661300174794
671005436,28246394,0.007343217954677394
671005436,671005435,0.030593465421752102
671005440,765684204,0.10556336637237825
670991406,670991400,0.1234982171662975
670991406,670991420,0.02900202587147781
670991406,670991413,0.013534189972147765
670991406,670991399,0.016020704521628164
25832717,25832719,0.09783716568615412
671005454,24043076,0.05786898357578269
671005454,12299086,0.06054048002835417
671005454,671005455,0.054933605143539926
25832719,25832846,0.13736655894894617
671005456,671005457,0.05282108777632311
671005456,671005460,0.06674258958540631
671005456,41833510,0.05137474118991365
671005456,671005463,0.05039070269099159
671005457,671005456,0.05282108777632311
671005457,12294276,0.2654329248828305
671005457,649604662,0.08376992852092241
671005457,671005463,0.04933444570212706
671005460,671005456,0.06674258958540631
671005460,671005461,0.0339636757964158
671005460,41833510,0.03243530088474138
671005461,671005460,0.0339636757964158
671005461,649604662,0.06014348257905801
23640342,311570373,0.007667677825032896
671005463,671005456,0.05039070269099159
671005463,671005457,0.04933444570212706
671005463,328250351,0.0469586275586588
139456795,819023019,0.18499095042654143
671005472,79635136,0.15570934211466664
671005472,97047592,0.15641611060216382
671005472,671005470,0.08538769728920959
25832738,25832740,0.05825810272705436
25832738,25832749,0.04294264594032484
25832740,25832873,0.11146474800803535
25832740,25832738,0.05825810272705436
822061349,822061350,0.026869132149290056
822061349,822061351,0.0075129158398160876
183371047,670991434,0.07386304563773292
822061351,793221282,0.04618545293958907
822061351,822061349,0.0075129158398160876
25832749,25832738,0.04294264594032484
25832749,25832750,1.0550214904935746
12284229,649207221,0.06570848751462575
158757705,311570378,0.008277175564280821
158757705,311570382,0.0059912183967129684
277113676,139644937,0.2590675862952587
277113676,725802986,0.02333241657225102
277113676,12297909,0.8760123931533854
277113676,670977590,0.23472162470867086
12299086,24043076,0.07983195671063971
12299086,671005454,0.06054048002835417
12299086,24043092,0.13531207343471116
699831120,796884736,0.10462578741112775
699831120,796889076,0.1637993726248644
699831120,796884735,0.11674333705879927
23640401,311570385,0.005856352255264397
277113682,708920360,0.26482091687924275
277113682,708920361,0.40934021001788756
277113682,725802987,0.3142158478601538
23641431,822006227,0.10718243509466806
822006621,822006624,0.008918967842021204
822006621,822006623,0.007909494253374044
822006623,822006621,0.007909494253374044
822006623,822006622,0.06377728154126011
95429985,671005440,0.4663863199037278
95429985,277113682,0.7234894210715149
95429985,232708062,0.4367612570803285
822006624,822006621,0.008918967842021204
822006624,822061350,0.03035097159832375
12300646,670977594,0.007151449951311012
12303729,196008426,0.5589843707553614
649597301,670977655,0.07695015328006918
649597301,670977650,0.21379919772986647
649597301,41832695,0.2691113013711901
28246394,28246395,0.013480389957953169
28246395,28246394,0.013480389957953169
28246395,671005436,0.016073661300174794
35955068,311289967,0.029087725835243015
23640445,158757705,0.005086288161818798
23640445,35375679,0.2679957430367111
95430014,854048283,0.029563436947780554
95430014,257824628,0.012608376135331938
23640960,35375678,0.00462759597147336
23640960,232596127,0.16565947782559962
12307332,67508650,0.3466220140002775
12307332,670977542,0.4681227011937915
776620423,776620424,0.01802062126631902
776620423,672181330,0.026544504419003245
776620423,52050035,0.0842376598054228
776620424,672181330,0.03926159013421945
776620424,634344165,0.13519074932911038
776620424,776620423,0.01802062126631902
25832846,25832848,0.11801510719977955
25832846,25832719,0.13736655894894617
26617742,232708063,0.02252708788975546
26617742,113757231,0.03262752543282022
25832848,25832890,0.07379527026259645
12311461,670977652,0.3815749005226297
25832871,25832873,0.12428579938048667
25832871,25832925,0.09760416016230197
67508650,797766390,0.2774541566821709
257941929,258494817,0.01756698875314985
120876461,480419256,0.057328403370351395
120876462,670977640,0.020475089199557976
649207219,699831120,0.07842479217912207
649207219,649597931,0.35044048938423816
120876468,120876469,0.028530187054001288
649207221,649597931,0.3413707222599543
649207221,12284229,0.06570848751462575
26410936,26410938,0.06190254616782768
26410936,139470103,0.157895026892785
25832889,25832898,0.07185197978429375
25832889,25832890,0.06811207965324106
25832890,25832848,0.07379527026259645
25832890,25832889,0.06811207965324106
26410938,121038814,0.05584825107011616
26410939,26410940,0.1716728933774043
26410939,90756207,0.05305806165497821
26410940,139470102,0.19323146775479058
25832896,32510950,0.2750960909897272
324372416,324372417,0.050662170073068974
324372416,746578148,0.08383074765297145
25832898,25832896,0.14236557028464972
25832898,25832889,0.07185197978429375
324372417,765684204,0.06149995188839385
311570373,23640342,0.007667677825032896
311570373,35377727,0.010008322917412462
311570375,23641126,0.010310023270674195
311570375,311570383,0.0075988908955170855
311570377,23640342,0.006927292375590631
311570377,311570383,0.006933501138415359
311570378,158757705,0.008277175564280821
311570378,23640849,0.00881048187829971
311570378,311570382,0.006277512309549707
311570379,311570386,0.005358277655926889
311570379,23640445,0.007192376979122787
311570379,311570382,0.005675864322588854
23642060,672424063,0.036751136901448885
25832908,25832923,0.08612056492893622
25832910,25832908,0.05286627770782097
25832910,32510949,0.14045784758723834
139644879,232708064,0.025310235856798587
311570381,311570386,0.005436980307672436
311570381,35880941,0.005199738989578849
311570381,35375678,0.008622585955032664
311570385,23640401,0.005856352255264397
311570385,35377726,0.010008774408417196
822006227,822005181,0.08513918348294239
822006227,23641431,0.10718243509466806
26193879,672181328,0.3579410036585063
