from,to,distance
672195040,12278466,0.08897283713881926
672195040,311360645,0.13650148503141574
12303009,12318850,0.9612636503243397
12303009,815688651,0.016913222840735122
12278466,672195040,0.08897283713881926
12318850,12303009,0.9612636503243397
12318850,12293295,0.8274307558852222
672195041,12301611,0.5431195103139967
672195041,12305643,0.054958165413759336
311360645,311360648,0.1566009567810194
311360645,672195040,0.13650148503141574
672195043,12290667,2.6531113472252845
672195043,12293295,0.5703273013603248
311360648,12301611,0.3339407810911018
311360648,311360645,0.1566009567810194
431125513,431125515,0.054600372102963424
431125513,12290667,2.929842799818578
815688650,815688651,2.4936271667928875
815688650,12305646,1.5461627021597515
12301611,311360648,0.3339407810911018
12301611,672195041,0.5431195103139967
12290667,431125513,2.929842799818578
12290667,672195043,2.6531113472252845
12305643,12288912,0.0371995968971429
12305643,672195041,0.054958165413759336
12305646,12288912,0.41760945138593675
12305646,815688650,1.5461627021597515
12293295,12318850,0.8274307558852222
12293295,672195043,0.5703273013603248
12288912,12305643,0.0371995968971429
12288912,12305646,0.41760945138593675
431125515,431125513,0.054600372102963424
815688651,12303009,0.016913222840735122
815688651,815688650,2.4936271667928875
