from,to,distance
118097927,118097908,0.2951987028422235
118097927,491676204,0.08975753615671367
23724043,178551365,0.08863626770104825
5716002,48082202,0.13297107443682576
5716002,48082199,0.17343076872861501
87490645,672181323,0.056969662130390356
87490645,87490653,0.1788205053264283
87490649,672181322,0.034329451152781985
87490649,82507214,0.14035183686148311
139645023,258140902,0.18357928045368305
26538107,480219397,0.040028768168578845
26538111,26538108,0.12317477423883015
26538111,480219397,0.011278176665711829
26538111,258419631,0.19931622623016762
24553602,139437843,0.3823088446911608
24553608,672181471,0.20045433801482637
24553609,53021938,0.10173273483019125
480219282,26538108,0.1393381298042836
480219282,5719142,0.09721603088143094
480219282,53192327,0.17252927747927865
93788308,111878020,0.07098811258085737
93788308,139470117,0.03979783521303735
178313374,178313375,0.05661124487691337
178313375,393288732,0.12085748748933722
178313375,178313374,0.05661124487691337
93788323,26769087,0.06665889293709526
93788323,5715172,0.007347575437775601
93788323,4374895,0.4160545618037835
5716160,127700882,0.29384213311743246
5716160,49168611,0.26266023930250065
24547520,5718005,0.0374553304996548
24547520,28517525,0.06974181558650236
24547521,127700890,0.1761307613107872
24547521,28517525,0.06492224024617727
77457621,82507212,0.15724909239734572
77457630,491676207,0.06669698365799717
49168611,127700879,0.08113395672899441
77457638,776620425,0.02278813223111888
77457638,93788359,0.3825167515088464
5718264,672181484,0.20472709341960063
5718268,672181323,0.1414513079716037
803479804,178218633,0.048923169090698625
803479804,803479803,0.30656673069083556
112412944,672181507,0.19857958473252024
112412944,672181508,0.2063729587356006
26528020,127700883,0.0512462647929148
26528020,26528023,0.05160068970685227
26528023,52323477,0.07268451499178753
26528023,52323478,0.08661093867219209
178198813,672181338,0.24926167218797465
5716271,178313374,0.025146094532003636
175522098,672181408,0.07164647214306873
175522098,672181403,0.09584761990532277
5718346,139437932,0.667671135622931
175532368,672181388,0.08301381011641028
24547679,797836541,0.2628241578535455
24547680,797836542,0.18257346245333822
4374894,26769099,0.12024963038373539
4374895,93788323,0.4160545618037835
4374895,5715172,0.41871830086586637
26528112,512410862,0.9606487180573003
48068980,672181458,0.026614767902627692
48068980,672181459,0.027650260751122275
117389719,672181458,0.06837459272109074
26528183,672181365,0.29885292179114625
5716420,672181384,0.41403642280676856
5716420,672181398,0.2732978842946594
5716420,82485886,0.242659392038519
