from,to,distance
146432008,86758945,0.13329115939271138
146432008,138364797,0.2680417848465879
89946121,109625456,0.2692948518977069
89946121,113651132,0.5396957615693
260108303,676922289,0.2563750384684532
260108303,12294226,0.44256434238458714
260108303,480223670,0.7065359519767733
260108303,480223671,0.012163423728773149
26769444,26769456,0.05858091645979981
26769444,38222060,0.08995576173983147
26769456,38222052,0.4018588723198585
26769456,26769444,0.05858091645979981
745560142,138364797,0.24333673509854564
745560142,796937279,0.0524452192933216
12294226,670977608,0.4494290069626141
12294226,670977610,0.4348922338404833
12294226,260108303,0.44256434238458714
12294226,480223670,0.378240839071745
12294226,480223671,0.43788651924214783
12312660,46595003,0.3846309099187037
12312660,670977540,0.36145195945323966
12312660,670977541,0.14357543377065052
12312665,670977537,0.2309802166067336
12312665,670977538,0.19721074570764335
12312665,670977539,0.140267258050471
12312665,670977540,0.3035115371048995
38219865,86576850,0.0728924797082818
38219865,38219866,0.10186431706526944
38219866,109625456,0.10860185123461095
38219866,38219865,0.10186431706526944
480401512,12304032,0.08145474975977901
480401512,105811779,0.015819716251140117
480401512,276625903,0.02555927396987119
742156397,742156400,0.02329225870624304
742156397,742156398,0.21440811010105956
742156398,742156397,0.21440811010105956
109625456,89946121,0.2692948518977069
109625456,38219866,0.10860185123461095
742156400,742156401,0.02092083268354052
742156400,742156397,0.02329225870624304
742156401,742156400,0.02092083268354052
742156401,742156402,0.00782010592729933
742156402,742156401,0.00782010592729933
742156402,742156412,0.0884195314114674
672424052,85535192,0.5712949152725828
672424052,96299459,0.08791791746141014
672424052,84950004,0.579527747916896
12294261,672127484,0.21593272887192067
12294261,671005421,0.05719317233252281
12294261,671005422,0.05923033789674668
12314741,671005449,0.07935180468555238
12314741,12300733,0.15299024354233193
12314741,671005447,0.16644216419025498
672424053,622160024,0.019531073326532176
672424053,85612050,0.02992674675862545
672424054,649208824,0.11907863640284612
672424054,46595002,0.011631530967405884
672424054,649208812,0.10787208719016836
742156412,742156402,0.0884195314114674
742156412,87789115,0.06691975961160174
742156412,742156428,0.09547014167076694
27420798,672127457,0.1472660456199597
27420798,139260130,0.058800282593548775
27420798,27420802,0.11927600845857954
27420799,742169020,0.4969382088147754
27420799,480415213,0.04356635555533129
27420799,480415215,0.03407992461894665
27420800,27420801,0.07205849763242464
27420800,139260130,0.10808939281911976
27420800,668988421,0.05191601952615759
27420801,27420800,0.07205849763242464
27420801,480415212,0.056206100834574994
26769538,33774130,0.09450157782616563
26769538,672181300,0.05341463766950195
27420802,27420803,0.027480057251477303
27420802,27420798,0.11927600845857954
26769540,117016529,0.0732961128173489
26769540,672181300,0.08212111920601778
26769540,113651126,0.02645498836107478
27420803,27420802,0.027480057251477303
27420803,139260133,0.027260698136117943
27420803,24384271,0.13110798260652393
682588295,586272009,0.24417362372382648
682588295,12292970,0.26707881462745947
742156428,742156412,0.09547014167076694
742156428,742156429,0.008942678477255859
742156429,742156428,0.008942678477255859
742156429,21083900,0.15861783044581554
27490449,4374873,0.11875776048709269
27490449,668988421,0.19407632078154533
231162005,609462572,0.07066060884205141
231162005,671005415,0.05590279222305853
359424152,20007617,0.07978124027156513
359424152,86576850,0.07749278570813051
622160024,85612050,0.0323713839706863
622160024,672424053,0.019531073326532176
12290210,671005432,0.31718130014902146
12290210,32684785,0.4375979929674676
12290210,671005434,0.13228131655327877
12290210,12296683,0.4364091737899881
26769577,117016520,0.10637776436160967
26769577,26769579,0.11089760539149561
26769579,26769577,0.11089760539149561
26769579,113651130,0.03373951319138769
26769579,33774131,0.096397441081857
96991407,86758945,0.04397757563407808
96991407,378054883,0.06676950725318019
96991407,86758957,0.061689484437474455
96991407,670977586,0.030041530461419504
96991407,97827514,0.04708088786564489
96991407,744925020,0.045095902254298936
8845489,96662800,0.09947050288330868
8845489,38222061,0.03483285639428147
278321330,780093409,0.17484743379975057
278321330,71493580,0.22797329546779735
278321330,744635156,0.15954728585673777
278321330,105787727,0.17087817101615416
12304566,86576893,0.3218656533408664
12304566,86576885,0.3220210560629989
12304566,671005429,0.2578503778525003
742408385,670977585,0.09993545542723789
742408385,670977637,0.0935232373060646
44007618,49923413,0.08639406641716021
44007621,49923428,0.12018057431484273
44007621,44007622,0.09230219342402257
12304582,86576888,0.003006164621986581
12304582,86576889,0.4314401557138795
12304582,86576891,0.011983796099179041
44007622,44007621,0.09230219342402257
12302542,480411979,0.26291104933142795
12302542,745719087,0.39198207547190056
378054878,85612050,0.08505338774441863
378054878,86758955,0.12214593092513672
378054878,670977637,0.12619051196394826
38222049,21088657,0.1511333759563984
38222049,96662803,0.2016916640845388
139260130,27420800,0.10808939281911976
139260130,672127457,0.08874190673958827
139260130,668988421,0.0926184187041524
139260130,27420798,0.058800282593548775
378054883,670977586,0.03827107867264344
378054883,368397012,0.16129215856831347
378054883,96991407,0.06676950725318019
38222052,26769456,0.4018588723198585
38222052,668988422,0.3647910672459617
139260133,480415216,0.0688126164509704
139260133,27420803,0.027260698136117943
139260133,24384271,0.12559747220028544
18768102,96662800,0.15947872902662935
18768102,26102570,0.041169084755797294
18768102,107119843,0.6755360977382248
38222057,123643606,0.09193689584028303
38222057,84921295,0.12109505224098659
38222058,38222060,0.09664220049925988
38222058,84921212,0.08336723059074624
38222060,38222058,0.09664220049925988
38222060,26769444,0.08995576173983147
38222061,8845489,0.03483285639428147
38222061,38222063,0.10619812775355761
38222063,38222061,0.10619812775355761
38222063,49923422,0.1693740202274497
769249520,742401345,0.004169833278138712
769249520,769249521,0.025654562595082926
769249520,654361142,0.042509089674931166
769249521,769249520,0.025654562595082926
769249521,769249522,0.026607719301463578
769249521,21085923,0.17273288462372013
769249522,769249521,0.026607719301463578
769249522,21085923,0.17759841128814333
769249522,671005417,0.13121554881319525
38222078,8845290,0.027516923551501773
38222078,84921219,0.1265629433878588
96510214,671005432,0.21249792818195007
96510214,671005433,0.2237086028086163
96510214,671005434,0.22996611396266534
96510221,368276976,0.08050076716771913
96510221,633478302,0.5208964309357813
139456786,139456818,0.0098704326832144
139456786,86576885,0.013455186385928025
24369433,86576896,0.08428689725563533
24369433,672181284,0.04125279409498479
9277724,96662803,0.7094663717693838
9277724,84921295,0.7075881711652869
20007207,231290326,0.3251272110537533
20007207,86576855,0.13282858541850034
20007209,20007210,0.08304746845203928
20007209,86576854,0.08146594339845281
20007210,86576856,0.09557645163086528
20007210,20007209,0.08304746845203928
609462570,746533657,0.05115627930521925
609462570,132016003,0.0685912285539147
609462570,670977605,0.0971020185844554
609462570,670977606,0.1844186527651662
609462572,671005417,0.21118091595632502
609462572,21085923,0.16334180117707253
609462572,231162005,0.07066060884205141
139456818,139456786,0.0098704326832144
139456818,86576891,0.009622651446523864
139456822,671005424,0.011030535102266035
139456822,671005427,0.009055081641282294
480411979,742509017,0.08004050607163182
480411979,12302542,0.26291104933142795
480411979,480411983,0.00920106228952075
105787724,105787728,0.02527617047274349
105787724,105787730,0.06650961621299951
105787724,105787738,0.010270748763419714
105787725,321078611,0.148158700336095
105787725,278320229,0.4230711713289294
105787727,780093409,0.004303015392736531
105787727,278321330,0.17087817101615416
105787727,780093410,0.08184210007132924
105787727,71493580,0.0745119341652106
105787728,105787731,0.05171409402932162
105787728,105787724,0.02527617047274349
480411983,742509017,0.07858062322633377
480411983,480411979,0.00920106228952075
480411983,49629732,0.04816439712667531
105787730,105787738,0.0725058551923986
105787730,26951251,0.07955574619136697
105787730,105787724,0.06650961621299951
105787731,105787728,0.05171409402932162
105787731,139437767,0.09965615831795765
105787733,105787738,0.02273268178431182
105787733,278320243,0.24351571103075964
105787733,139437767,0.11594366093439085
4374873,86576857,0.1017135413186175
4374873,27490449,0.11875776048709269
105787738,105787730,0.0725058551923986
105787738,105787724,0.010270748763419714
105787738,105787733,0.02273268178431182
12298599,12292025,0.4401746956518047
12298599,672181293,0.4619619066810432
12298599,671005423,0.46361169325507245
21088657,38222049,0.1511333759563984
21088657,21087543,0.45026796422034887
286652820,633478302,0.7423006794561456
286652820,12303982,0.7774674073823676
95281572,112411986,0.09098918391558022
95281572,12298909,0.07984646710689272
21084586,12304155,0.36525472756815924
21084586,12304147,0.43548442849963254
480223670,670977579,0.5388197292466103
480223670,139644911,1.0725852035421284
480223670,260108303,0.7065359519767733
480223670,12294226,0.378240839071745
480223670,480223671,0.707634184757224
480223671,12294226,0.43788651924214783
480223671,480223670,0.707634184757224
480223671,260108303,0.012163423728773149
742169020,480415215,0.46293868507321234
742169020,742169021,0.2682489715719224
742169020,27420799,0.4969382088147754
12300733,671005445,0.17325661773544088
12300733,12314741,0.15299024354233193
12300733,671005446,0.10663115443824543
12300733,671005447,0.22745180304639415
742169021,742176659,0.05786508477943175
742169021,742169020,0.2682489715719224
649210303,670977578,0.16866932627451206
649210303,46594979,0.17989274072404027
649210303,12287389,0.5415995023266309
649210303,670977574,0.13614770034311122
649210305,649210306,0.8624076451738225
649210305,12289648,0.77281462607349
649210305,121646779,0.5944835815110451
649210306,649210305,0.8624076451738225
649210306,670977575,0.3699682650364257
649210306,676922289,0.143112415730011
96299459,85535192,0.487396177898624
96299459,672424052,0.08791791746141014
96299459,96299470,0.09195180631517755
33810886,676922290,0.037690419773320084
33810886,676922286,0.03428359385668073
96299467,670977580,0.03773699954521185
96299467,12313149,0.03232517638426515
96299470,96299459,0.09195180631517755
96299470,649208836,0.03350140736974585
96299470,670977566,0.03759564885981339
12313041,12319360,0.10376620141699855
12313041,12304033,0.0968182782131396
12313041,105778698,0.0873834544381098
12313041,670354681,0.1299673107614524
85535187,85535193,0.8110444676389257
85535192,96299459,0.487396177898624
85535192,672424052,0.5712949152725828
85535193,86576920,0.202528724836344
85535193,85535187,0.8110444676389257
742509017,480411979,0.08004050607163182
742509017,86758957,0.14948065521520826
742509017,480411983,0.07858062322633377
672127457,139260130,0.08874190673958827
672127457,27420798,0.1472660456199597
276625897,276625898,0.3855383095786411
276625897,670354678,0.28514177082891234
276625897,121646774,0.396192151672231
276625897,276625911,0.24703490968538602
276625898,276625897,0.3855383095786411
276625898,112411986,0.10582104268782501
276625898,121646774,0.24509891372819737
12284395,95430002,0.01168875234246253
12284395,767450475,0.22645543992789025
12284395,95429989,0.18410788845098963
12296683,671005434,0.31002790175290906
12296683,12290210,0.4364091737899881
12296683,85611108,0.6660281319431219
12296683,670991422,0.3912904854702974
276625901,89514585,0.03393545005486125
276625901,276625902,0.03283470140424528
276625902,89514579,0.015954776683018566
276625902,276625901,0.03283470140424528
276625902,276625911,0.17496532563407702
276625903,480401512,0.02555927396987119
276625903,105811779,0.011961892948414385
276625903,276625909,0.09502289911046713
276625905,12299048,0.06622420986949884
276625905,276625907,0.048749857660828594
276625905,670354683,0.025654851889541728
276625906,670354683,0.049550816775581444
276625906,440003893,0.02348375107525429
276625907,12299048,0.1137162000392589
276625907,276625905,0.048749857660828594
276625907,276625908,0.25181424292002114
276625907,440003893,0.04905196337894186
276625908,672181261,0.4274931754379828
276625908,276625907,0.25181424292002114
276625908,440003893,0.20344291329830547
276625909,12299048,0.11621941556744783
276625909,105811779,0.10081806894407397
276625909,276625903,0.09502289911046713
276625910,89514584,0.03934786639049125
276625910,89514585,0.042748621340440225
276625910,12292650,0.04389679546525455
276625911,276625897,0.24703490968538602
276625911,670354678,0.1274816324470997
276625911,89514579,0.16463262968216988
276625911,276625902,0.17496532563407702
716689913,46614001,0.4178700553433604
716689913,347962249,0.25339163803470427
716689913,671005423,0.28166230052195784
672127484,105911577,0.6277530593011824
672127484,419497748,0.30344609767654285
672127484,12294261,0.21593272887192067
59470365,191907746,0.0052376706302746795
59470365,670977587,0.05256681582956457
59470365,670977586,0.04120642175712031
49629732,121646775,0.37677706293933183
49629732,480411983,0.04816439712667531
12292650,89514585,0.00722527038212622
12292650,89514579,0.04875631440343687
12292650,276625910,0.04389679546525455
33774130,26769538,0.09450157782616563
33774130,46613951,0.11345990170432277
33774131,46613952,0.059146194579536064
33774131,113651130,0.06453610926039073
33774131,26769579,0.096397441081857
654361141,21085923,0.18562629444743614
654361141,12305577,0.02669978910079253
654361141,671005417,0.1393828977162362
654361141,671005421,0.056141515836366514
654361141,671005422,0.053751244303404624
654361142,769249520,0.042509089674931166
654361142,105911561,0.1736485807740507
654361142,742401345,0.04287250609664459
12313149,12271513,0.03394414965945123
12313149,96299467,0.03232517638426515
97825343,12289648,0.20013689966980328
97825343,26951227,0.030543687725228686
97825346,97825350,0.1450419912772774
97825346,12289654,0.22076632301341637
462129732,257824631,0.03014277103145876
462129732,46595076,0.35473449831269294
462129732,97811087,0.10162063376439841
97825350,97825346,0.1450419912772774
97825350,278320246,0.06513237788127596
97825350,278320247,0.06209649158029936
97825351,672181260,0.09323924987565235
97825351,672181261,0.20238719199624786
43960905,43960906,0.10374395777076148
43960906,672181288,0.2844926889385448
43960906,43960905,0.10374395777076148
89514576,89514584,0.023241690164618006
