1001,8,20,8004,0,-120,466,mnaln,464,42.894192,-78.869209,1596195806,8,8004,0,2091,
1004,22,19,22002,0,0,463,lkv,463,42.898121,-78.893738,1596195696,22,22002,0,2045,
1005,66,19,66002,0,0,470,mnun,470,42.965717,-78.707176,1596195781,66,66002,0,2057,
1007,48,20,8002,0,0,468,ehmal,468,42.973473,-78.693703,1596195667,8,8002,0,2002,
1008,18,20,18002,0,180,468,dlvst,471,42.922569,-78.856400,1596195808,18,18002,0,2040,
1010,24,20,12006,0,60,470,holtz,471,42.930931,-78.734093,1596195755,12,12006,0,2013,
1011,12,19,12001,0,60,465,knegt,466,42.944790,-78.803474,1596195782,12,12001,0,2008,
1014,13,20,13002,0,0,466,socam,466,42.954552,-78.819847,1596195352,13,13002,0,2033,
1017,26,20,26004,0,0,464,badlv,464,42.922596,-78.814079,1596195796,26,26004,0,2015,
1018,23,20,23009,0,-120,470,flfry,468,42.897518,-78.839241,1596195810,23,23009,0,2087,
1020,46,19,4001,0,0,477,twyml,477,42.902328,-78.783745,1596195562,4,4001,0,1014,
1021,16,19,14001,0,300,468,mowsh,473,42.879230,-78.875351,1596195787,14,14001,0,1032,
1022,0,0,2006,6,480,477,tcbfl,485,42.883438,-78.872299,1596195808,2,2006,0,1046,
1023,4,20,6004,0,-180,475,bdmgn,472,42.883190,-78.872932,1596195800,6,6004,0,1024,
1026,6,19,6002,0,-300,473,wldba,468,42.903458,-78.783371,1596195766,6,6002,0,1022,
1027,4,20,32001,0,99999,9999,twyml,458,42.902714,-78.783707,1596195385,32,32001,1,1077,
1029,2,19,2005,0,180,458,tcbfl,461,42.877827,-78.830383,1596195788,2,2005,0,1083,
1030,74,19,74002,0,0,467,athpr,467,42.755039,-78.858597,1596195776,74,74002,0,1005,
1031,6,20,6001,0,0,488,glrml,488,42.910305,-78.763641,1596195775,6,6001,0,1021,
1032,19,20,19007,0,60,449,socam,450,42.938107,-78.813744,1596195771,19,19007,0,1085,
1033,0,0,6006,6,99999,9999,glrml,470,42.910469,-78.763641,1596195722,6,6006,0,1027,
