1001,22,20,22001,0,0,595,bstmn,595,42.904724,-78.881561,1596117069,22,22001,0,2044,
1002,8,20,8003,0,0,593,dlvst,593,42.919930,-78.859604,1596117118,8,8003,0,2003,
1003,12,20,12002,0,60,601,socam,602,42.947899,-78.803436,1596117123,12,12002,0,2009,
1004,44,20,44001,0,-240,583,lkpt,579,43.135696,-78.697014,1596116984,44,44001,0,2083,
1006,12,19,12009,0,0,591,filut,591,42.910912,-78.839134,1596117100,12,12009,0,2018,
1007,8,19,8002,0,0,600,wtfrt,600,42.879890,-78.882530,1596116869,8,8002,0,2002,
1008,12,20,12001,0,0,600,ctyli,600,42.958706,-78.814568,1596117008,12,12001,0,2008,
1010,12,19,12007,0,60,590,nghmp,591,42.910828,-78.899879,1596116831,12,12007,0,2014,
1017,26,19,26001,0,60,596,elmdv,597,42.922268,-78.861580,1596117117,26,26001,0,2077,
1018,0,0,18003,5,99999,9999,,9999,42.914429,-78.862320,1596117107,18,18003,0,2016,
1022,0,0,6006,5,-120,604,babck,602,42.892155,-78.784828,1596117108,6,6006,0,1027,
1025,14,19,14001,0,-360,594,rdgab,588,42.812653,-78.799675,1596117080,14,14001,0,1032,
1026,42,20,42002,0,-180,595,tpodl,592,42.838749,-78.857185,1596117077,42,42002,0,1096,
1027,1,19,2002,0,0,610,tcbfl,610,42.883438,-78.872406,1596117085,2,2002,0,1008,
1029,0,0,15005,4,99999,9999,lterr,580,42.878407,-78.856140,1596117095,15,15005,0,1019,
1030,6,19,6003,0,0,594,wtfrt,594,42.879669,-78.881866,1596117089,6,6003,0,1023,
1031,2,20,1002,0,0,595,cltfl,595,42.881870,-78.854172,1596117080,1,1002,0,1002,
1032,16,19,16006,0,-360,595,mcmal,589,42.789223,-78.821678,1596117076,16,16006,0,1057,
1038,32,19,32007,0,-60,591,brrtc,590,42.945396,-78.906914,1596117117,32,32007,0,1072,
1044,32,20,32001,0,0,595,dlwam,595,42.936787,-78.878326,1596117109,32,32001,0,1077,
1045,19,19,19007,0,180,601,abtba,604,42.882477,-78.803551,1596117081,19,19007,0,1085,
1049,19,19,19003,0,0,607,abtba,607,42.857643,-78.828636,1596117038,19,19003,0,1067,
1050,32,20,32002,0,0,640,twyml,640,42.902744,-78.783707,1596116935,32,32002,0,1078,
1052,2,20,2001,0,99999,9999,fltbk,355,42.868149,-78.745552,1596117079,2,2001,1,1007,
1055,12,20,12005,0,60,592,utica,593,42.911186,-78.866302,1596117007,12,12005,0,2012,
1056,23,19,23002,0,60,597,flfry,598,42.934311,-78.839317,1596117075,23,23002,0,2050,
1057,12,19,12006,0,120,595,nghmp,597,42.915119,-78.897461,1596117098,12,12006,0,2013,
1061,47,20,24005,0,0,579,eccn,579,42.932911,-78.725830,1596117073,24,24005,0,2068,
1062,24,20,24003,0,0,597,airpt,597,42.929829,-78.739822,1596117075,24,24003,0,2066,
1065,0,0,24007,5,0,599,colds,599,42.931343,-78.817093,1596117088,24,24007,0,2035,
1066,155,20,155001,0,0,600,nfia,600,43.100906,-78.941086,1596116998,155,155001,0,3112,
1104,8,19,48001,0,120,592,amsta,594,42.939949,-78.838463,1596117086,48,48001,0,2094,
1105,49,19,49001,0,0,594,socam,594,42.955269,-78.820892,1596117112,49,49001,0,2099,
1106,48,19,44003,0,0,585,eccn,585,42.961647,-78.752663,1596117100,44,44003,0,2085,
1109,8,19,8001,0,-60,594,wtfrt,593,42.878956,-78.878143,1596117091,8,8001,0,2001,
1110,8,20,24004,0,360,609,socam,615,42.958622,-78.814568,1596117075,24,24004,0,2067,
1112,0,0,22003,4,-600,605,twyml,595,42.932167,-78.784225,1596117068,22,22003,0,2022,
1114,13,19,13001,0,0,595,utica,595,42.911625,-78.864815,1596117111,13,13001,0,2032,
1115,44,19,44004,0,0,610,socam,610,42.958706,-78.814972,1596117107,44,44004,0,2086,
1116,48,20,44005,0,240,588,ehmal,592,42.957165,-78.697090,1596117082,44,44005,0,2041,
1117,12,19,12010,0,0,595,badlv,595,42.929913,-78.806938,1596117070,12,12010,0,2020,
1118,23,19,23008,0,-60,598,abtba,597,42.874168,-78.844231,1596117098,23,23008,0,2056,
1123,24,20,24009,0,-180,593,genmn,590,42.889706,-78.869881,1596117106,24,24009,0,2047,
1124,23,20,23006,0,-120,600,bdyfl,598,42.864738,-78.845421,1596117106,23,23006,0,2054,
1127,23,19,23005,0,-120,605,hrtpk,603,42.943443,-78.899094,1596117092,23,23005,0,2053,
1128,23,20,23010,0,0,602,brrtc,602,42.947842,-78.868317,1596117074,23,23010,0,2042,
1129,24,19,24002,0,60,594,marmn,595,42.879478,-78.877251,1596117079,24,24002,0,2065,
1203,15,19,15003,0,-960,592,lterr,576,42.883026,-78.879593,1596117121,15,15003,0,1045,
1204,16,19,16003,0,0,598,spkls,598,42.859291,-78.835815,1596117104,16,16003,0,1053,
1205,32,19,32005,0,0,600,ungen,600,42.909756,-78.762306,1596117072,32,32005,0,1081,
1206,16,20,16001,0,-360,599,rdgsp,593,42.853188,-78.826363,1596117074,16,16001,0,1051,
1207,1,19,1001,0,-120,594,nolvj,592,42.884563,-78.794914,1596117099,1,1001,0,1001,
1211,42,19,42003,0,0,600,tpodl,600,42.826157,-78.820969,1596117106,42,42003,0,1097,
1213,26,20,22002,0,0,595,twyml,595,42.906784,-78.781738,1596117094,22,22002,0,2045,
1303,155,19,155002,0,0,600,falls,600,43.084049,-79.060272,1596116943,155,155002,0,3113,
1501,20,19,20012,0,99999,9999,ellop,590,42.889019,-78.875832,1596116448,20,20012,0,3025,
1502,5,20,5005,0,99999,9999,dlwkn,588,42.958622,-78.855843,1596117075,5,5005,1,3018,
1504,25,20,25003,0,-120,592,orch,590,42.985600,-78.872932,1596117114,25,25003,0,3053,
1505,50,20,52027,0,0,596,casno,596,43.094776,-79.048920,1596116970,52,52027,0,3097,
1506,5,19,34001,0,0,592,ngvrg,592,42.895565,-78.886887,1596117112,34,34001,0,3063,
1508,5,20,5006,0,-360,600,ngvrg,594,42.883190,-78.873711,1596117112,5,5006,0,3019,
1511,11,19,5004,0,-240,593,clvkn,589,42.962994,-78.858414,1596117111,5,5004,0,3017,
1514,55,19,55035,0,0,611,prtc,611,43.099396,-79.051598,1596116754,55,55035,0,3106,
1517,25,19,25001,0,60,594,dlwkn,595,42.966488,-78.870583,1596117071,25,25001,0,3051,
1519,5,20,34005,0,99999,9999,socam,540,43.034466,-78.822830,1596116591,34,34005,0,3007,
1601,5,19,5010,0,-240,591,ellop,587,42.882530,-78.872559,1596117093,5,5010,0,3033,
1603,5,19,5011,0,-60,603,brrtc,602,42.960876,-78.894257,1596117094,5,5011,0,3065,
1604,5,19,5009,0,0,597,ngfry,597,42.934589,-78.902412,1596117101,5,5009,0,3072,
1610,5,20,5001,0,-120,602,brrtc,600,42.917042,-78.899170,1596117103,5,5001,0,3014,
1612,20,19,20004,0,120,606,elmdv,608,42.956314,-78.878441,1596117107,20,20004,0,3039,
1614,0,0,40002,6,99999,9999,ellop,580,42.896584,-78.876877,1596117091,40,40002,0,3077,
1615,3,19,3004,0,120,607,frgrt,609,42.951172,-78.890495,1596117096,3,3004,0,3004,
1616,40,20,40007,0,-60,598,brrtc,597,42.926888,-78.897682,1596117083,40,40007,0,3057,
1622,34,20,5007,0,-120,604,audbn,602,43.001522,-78.822273,1596117045,5,5007,0,3020,
1701,20,19,20005,0,99999,9999,elmnr,592,42.904419,-78.877213,1596117104,20,20005,1,3040,
1702,5,19,20001,0,0,600,ellop,600,42.882641,-78.872368,1596117121,20,20001,0,3036,
1703,55,19,55037,0,-180,595,nfb56,592,43.088451,-78.983109,1596117110,55,55037,0,3056,
1711,40,19,40005,0,180,603,tcbfl,606,42.908737,-78.899284,1596117082,40,40005,0,3079,
